day/month;Time;Temperature;Dew Point;Humidity;Wind;Wind Speed;Wind Gust;Pressure;Precip.;Precip Accum;Condition
22.Jul;12:20 AM;81;63;54%;NW;3 mph ;0 mph ;29,6;0;0;Fair
22.Jul;12:50 AM;81;61;51%;W;5 mph ;0 mph ;29,6;0;0;Fair
22.Jul;1:20 AM;79;61;54%;W;5 mph ;0 mph ;29,6;0;0;Fair
22.Jul;1:50 AM;77;61;57%;CALM;0 mph ;0 mph ;29,6;0;0;Fair
22.Jul;2:20 AM;77;61;57%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
22.Jul;2:50 AM;75;63;65%;N;1 mph ;0 mph ;29,6;0;0;Fair
22.Jul;3:20 AM;72;61;69%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
22.Jul;3:50 AM;72;61;69%;WNW;1 mph ;0 mph ;29,6;0;0;Fair
22.Jul;4:20 AM;72;61;69%;WNW;5 mph ;0 mph ;29,6;0;0;Fair
22.Jul;4:50 AM;72;61;69%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
22.Jul;5:20 AM;70;61;73%;CALM;0 mph ;0 mph ;29,6;0;0;Fair
22.Jul;5:50 AM;68;59;73%;CALM;0 mph ;0 mph ;29,6;0;0;Fair
22.Jul;6:20 AM;70;61;73%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
22.Jul;6:50 AM;73;61;65%;W;5 mph ;0 mph ;29,6;0;0;Fair
22.Jul;7:20 AM;75;59;57%;W;2 mph ;0 mph ;29,6;0;0;Fair
22.Jul;7:50 AM;77;61;57%;W;2 mph ;0 mph ;29,6;0;0;Fair
22.Jul;8:20 AM;81;61;51%;VAR;1 mph ;0 mph ;29,6;0;0;Fair
22.Jul;8:50 AM;84;59;42%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
22.Jul;9:20 AM;86;57;37%;VAR;2 mph ;0 mph ;29,6;0;0;Fair
22.Jul;9:50 AM;88;55;33%;VAR;3 mph ;0 mph ;29,6;0;0;Fair
22.Jul;10:20 AM;90;54;29%;VAR;3 mph ;0 mph ;29,6;0;0;Fair
22.Jul;10:50 AM;91;54;28%;VAR;3 mph ;0 mph ;29,6;0;0;Fair
22.Jul;11:20 AM;93;54;26%;SE;7 mph ;0 mph ;29,6;0;0;Fair
22.Jul;11:50 AM;93;57;30%;E;8 mph ;0 mph ;29,5;0;0;Fair
22.Jul;12:20 PM;93;57;30%;ESE;8 mph ;0 mph ;29,5;0;0;Fair
22.Jul;12:50 PM;95;54;25%;SE;8 mph ;0 mph ;29,5;0;0;Fair
22.Jul;1:20 PM;97;54;23%;S;10 mph ;0 mph ;29,5;0;0;Fair
22.Jul;1:50 PM;97;54;23%;S;9 mph ;0 mph ;29,5;0;0;Fair
22.Jul;2:20 PM;99;52;21%;SW;7 mph ;0 mph ;29,5;0;0;Fair
22.Jul;2:50 PM;99;55;24%;W;9 mph ;0 mph ;29,5;0;0;Fair
22.Jul;3:20 PM;100;54;21%;WSW;10 mph ;0 mph ;29,5;0;0;Fair
22.Jul;3:50 PM;99;59;27%;SSW;15 mph ;0 mph ;29,5;0;0;Fair
22.Jul;4:20 PM;95;57;28%;SW;17 mph ;0 mph ;29,5;0;0;Fair
22.Jul;4:50 PM;95;59;30%;SSW;18 mph ;0 mph ;29,5;0;0;Fair
22.Jul;5:20 PM;93;61;34%;SSW;18 mph ;0 mph ;29,5;0;0;Fair
22.Jul;5:50 PM;91;61;36%;SSW;15 mph ;0 mph ;29,5;0;0;Fair
22.Jul;6:20 PM;91;63;38%;SSW;17 mph ;0 mph ;29,5;0;0;Fair
22.Jul;6:50 PM;90;63;40%;SW;17 mph ;0 mph ;29,5;0;0;Fair
22.Jul;7:20 PM;88;63;43%;SSW;15 mph ;0 mph ;29,4;0;0;Fair
22.Jul;7:50 PM;86;68;55%;SW;13 mph ;0 mph ;29,5;0;0;Fair
22.Jul;8:20 PM;84;68;58%;SW;12 mph ;0 mph ;29,5;0;0;Fair
22.Jul;8:50 PM;82;70;66%;SW;13 mph ;0 mph ;29,5;0;0;Fair
22.Jul;9:20 PM;82;68;62%;SW;15 mph ;0 mph ;29,4;0;0;Fair
22.Jul;9:50 PM;88;57;35%;SW;14 mph ;0 mph ;29,4;0;0;Fair
22.Jul;10:20 PM;88;55;33%;SW;15 mph ;0 mph ;29,4;0;0;Fair
22.Jul;10:50 PM;88;55;33%;SW;15 mph ;0 mph ;29,4;0;0;Fair
22.Jul;11:20 PM;88;50;27%;SSW;6 mph ;0 mph ;29,4;0;0;Fair
22.Jul;11:50 PM;90;48;24%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
23.Jul;12:20 AM;90;46;22%;S;6 mph ;0 mph ;29,4;0;0;Fair
23.Jul;12:50 AM;90;43;20%;SSW;5 mph ;0 mph ;29,4;0;0;Fair
23.Jul;1:20 AM;88;43;21%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
23.Jul;1:50 AM;88;45;22%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
23.Jul;2:20 AM;88;45;22%;N;5 mph ;0 mph ;29,4;0;0;Fair
23.Jul;2:50 AM;82;46;28%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
23.Jul;3:20 AM;82;46;28%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
23.Jul;3:50 AM;81;48;32%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
23.Jul;4:20 AM;82;48;30%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
23.Jul;4:50 AM;84;48;28%;SSW;5 mph ;0 mph ;29,4;0;0;Fair
23.Jul;5:20 AM;84;48;28%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
23.Jul;5:50 AM;84;46;27%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
23.Jul;6:20 AM;82;46;28%;N;9 mph ;0 mph ;29,4;0;0;Fair
23.Jul;6:50 AM;84;48;28%;ENE;5 mph ;0 mph ;29,4;0;0;Fair
23.Jul;7:20 AM;84;48;28%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
23.Jul;7:50 AM;84;48;28%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
23.Jul;8:20 AM;86;48;27%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
23.Jul;8:50 AM;90;50;26%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
23.Jul;9:20 AM;90;48;24%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
23.Jul;9:50 AM;91;48;23%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
23.Jul;10:20 AM;95;46;19%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
23.Jul;10:50 AM;97;46;18%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
23.Jul;11:20 AM;99;46;17%;NNW;5 mph ;0 mph ;29,4;0;0;Fair
23.Jul;11:50 AM;100;41;13%;W;13 mph ;29 mph ;29,4;0;0;Fair
23.Jul;12:20 PM;99;46;17%;W;16 mph ;33 mph ;29,4;0;0;Fair
23.Jul;12:50 PM;99;46;17%;W;21 mph ;32 mph ;29,4;0;0;Fair / Windy
23.Jul;1:20 PM;99;48;18%;W;18 mph ;0 mph ;29,4;0;0;Fair
23.Jul;1:50 PM;97;52;22%;W;17 mph ;0 mph ;29,4;0;0;Fair
23.Jul;2:20 PM;95;52;23%;W;14 mph ;0 mph ;29,3;0;0;Fair
23.Jul;2:50 PM;97;52;22%;W;10 mph ;0 mph ;29,3;0;0;Partly Cloudy
23.Jul;3:20 PM;99;52;21%;W;15 mph ;0 mph ;29,3;0;0;Fair
23.Jul;3:50 PM;99;50;19%;W;15 mph ;0 mph ;29,3;0;0;Fair
23.Jul;4:20 PM;99;52;21%;W;21 mph ;43 mph ;29,3;0;0;Fair / Windy
23.Jul;4:50 PM;93;52;24%;W;21 mph ;33 mph ;29,3;0;0;Fair / Windy
23.Jul;5:20 PM;95;52;23%;W;29 mph ;51 mph ;29,3;0;0;Partly Cloudy / Windy
23.Jul;5:50 PM;95;46;19%;W;31 mph ;52 mph ;29,3;0;0;Fair / Windy
23.Jul;6:20 PM;93;46;20%;W;37 mph ;55 mph ;29,3;0;0;Fair / Windy
23.Jul;6:50 PM;91;48;23%;W;30 mph ;49 mph ;29,3;0;0;Fair / Windy
23.Jul;7:20 PM;90;52;27%;W;35 mph ;53 mph ;29,3;0;0;Partly Cloudy / Windy
23.Jul;7:50 PM;90;48;24%;W;31 mph ;48 mph ;29,3;0;0;Drizzle / Windy
23.Jul;8:20 PM;90;46;22%;WNW;26 mph ;45 mph ;29,3;0;0;Drizzle / Windy
23.Jul;8:50 PM;91;45;20%;W;25 mph ;45 mph ;29,3;0;0;Partly Cloudy / Windy
23.Jul;9:20 PM;90;46;22%;WNW;23 mph ;40 mph ;29,3;0;0;Partly Cloudy / Windy
23.Jul;9:50 PM;90;48;24%;WNW;23 mph ;0 mph ;29,3;0;0;Partly Cloudy / Windy
23.Jul;10:20 PM;88;48;25%;W;20 mph ;33 mph ;29,3;0;0;Partly Cloudy
23.Jul;10:50 PM;88;48;25%;W;18 mph ;30 mph ;29,3;0;0;Partly Cloudy
23.Jul;11:20 PM;86;48;27%;W;9 mph ;0 mph ;29,4;0;0;Fair
23.Jul;11:50 PM;84;52;33%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
24.Jul;12:20 AM;82;52;35%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
24.Jul;12:50 AM;81;52;37%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
24.Jul;1:20 AM;81;52;37%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
24.Jul;1:50 AM;79;61;54%;ENE;8 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;2:20 AM;77;64;65%;NE;10 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;2:50 AM;77;66;69%;VAR;3 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;3:20 AM;77;66;69%;ENE;6 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;3:50 AM;77;66;69%;NE;8 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;4:20 AM;77;66;69%;NE;8 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;4:50 AM;77;66;69%;ENE;3 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;5:20 AM;75;64;69%;E;1 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;5:50 AM;75;64;69%;CALM;0 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;6:20 AM;73;64;73%;CALM;0 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;6:50 AM;75;66;73%;WNW;3 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;7:20 AM;75;66;73%;WNW;3 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;7:50 AM;77;66;69%;CALM;0 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;8:20 AM;79;64;61%;VAR;1 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;8:50 AM;79;64;61%;VAR;3 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;9:20 AM;79;66;65%;NE;5 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;9:50 AM;79;61;54%;ENE;8 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;10:20 AM;81;63;54%;ENE;10 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;10:50 AM;81;59;48%;ENE;9 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;11:20 AM;79;64;61%;NE;5 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;11:50 AM;79;63;57%;NE;15 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;12:20 PM;82;61;48%;NNE;15 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;12:50 PM;82;61;48%;NE;16 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;1:20 PM;79;63;57%;NE;15 mph ;0 mph ;29,3;0;0;Drizzle
24.Jul;1:50 PM;81;63;54%;ENE;14 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;2:20 PM;82;63;51%;ENE;14 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;2:50 PM;81;63;54%;NE;14 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;3:20 PM;81;61;51%;NE;12 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;3:50 PM;81;61;51%;NE;10 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;4:20 PM;81;59;48%;NE;8 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;4:50 PM;81;61;51%;E;7 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;5:20 PM;81;61;51%;E;8 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;5:50 PM;81;61;51%;E;6 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;6:20 PM;81;61;51%;E;5 mph ;0 mph ;29,3;0;0;Drizzle
24.Jul;6:50 PM;81;61;51%;VAR;2 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;7:20 PM;81;61;51%;E;6 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;7:50 PM;79;61;54%;E;6 mph ;0 mph ;29,3;0;0;Thunder
24.Jul;8:20 PM;79;61;54%;SSE;2 mph ;0 mph ;29,3;0;0;Mostly Cloudy
24.Jul;8:50 PM;77;64;65%;VAR;2 mph ;0 mph ;29,3;0;0;Thunder
24.Jul;9:20 PM;75;64;69%;WNW;8 mph ;0 mph ;29,3;0;0;Partly Cloudy
24.Jul;9:50 PM;75;64;69%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
24.Jul;10:20 PM;73;64;73%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
24.Jul;10:50 PM;72;64;78%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
24.Jul;11:20 PM;72;64;78%;SW;2 mph ;0 mph ;29,4;0;0;Fair
24.Jul;11:50 PM;73;64;73%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
25.Jul;12:20 AM;75;63;65%;VAR;3 mph ;0 mph ;29,4;0;0;Fair
25.Jul;12:50 AM;73;64;73%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
25.Jul;1:20 AM;73;64;73%;W;5 mph ;0 mph ;29,4;0;0;Fair
25.Jul;1:50 AM;73;64;73%;W;5 mph ;0 mph ;29,4;0;0;Fair
25.Jul;2:20 AM;72;63;73%;W;3 mph ;0 mph ;29,4;0;0;Fair
25.Jul;2:50 AM;72;63;73%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
25.Jul;3:20 AM;72;63;73%;SSE;1 mph ;0 mph ;29,4;0;0;Fair
25.Jul;3:50 AM;72;64;78%;W;2 mph ;0 mph ;29,4;0;0;Fair
25.Jul;4:20 AM;70;64;83%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
25.Jul;4:50 AM;70;63;78%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
25.Jul;5:20 AM;68;61;78%;VAR;1 mph ;0 mph ;29,4;0;0;Fair
25.Jul;5:50 AM;68;61;78%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
25.Jul;6:20 AM;68;59;73%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
25.Jul;6:50 AM;73;61;65%;WSW;3 mph ;0 mph ;29,4;0;0;Fair
25.Jul;7:20 AM;75;61;61%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
25.Jul;7:50 AM;77;61;57%;CALM;0 mph ;0 mph ;29,4;0;0;Fair
25.Jul;8:20 AM;77;61;57%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
25.Jul;8:50 AM;81;59;48%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
25.Jul;9:20 AM;81;59;48%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
25.Jul;9:50 AM;82;61;48%;VAR;3 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;10:20 AM;86;59;40%;VAR;3 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;10:50 AM;84;61;45%;WNW;6 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;11:20 AM;86;61;43%;ENE;8 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;11:50 AM;86;61;43%;ENE;8 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;12:20 PM;84;61;45%;NE;5 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;12:50 PM;86;59;40%;E;8 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;1:20 PM;88;59;38%;NE;7 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;1:50 PM;86;61;43%;SSE;12 mph ;0 mph ;29,4;0;0;Mostly Cloudy
25.Jul;2:20 PM;82;66;58%;S;5 mph ;0 mph ;29,4;0;0;Light Rain
25.Jul;2:50 PM;79;68;69%;SSW;7 mph ;0 mph ;29,4;0;0;Light Rain with Thunder
25.Jul;3:20 PM;79;70;74%;WSW;12 mph ;0 mph ;29,4;0;0;Mostly Cloudy
25.Jul;3:50 PM;79;68;69%;W;8 mph ;0 mph ;29,4;0;0;Mostly Cloudy
25.Jul;4:20 PM;84;63;48%;NNW;5 mph ;0 mph ;29,4;0;0;Mostly Cloudy
25.Jul;4:50 PM;86;61;43%;VAR;3 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;5:20 PM;86;61;43%;VAR;3 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;5:50 PM;84;64;51%;SSW;12 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;6:20 PM;82;63;51%;SSW;8 mph ;0 mph ;29,4;0;0;Light Rain with Thunder
25.Jul;6:50 PM;79;66;65%;WSW;6 mph ;0 mph ;29,4;0;0;Light Rain
25.Jul;7:20 PM;81;64;58%;WSW;5 mph ;0 mph ;29,4;0;0;Mostly Cloudy
25.Jul;7:50 PM;81;63;54%;SW;3 mph ;0 mph ;29,4;0;0;Mostly Cloudy
25.Jul;8:20 PM;81;64;58%;SW;3 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;8:50 PM;81;64;58%;SW;7 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;9:20 PM;79;66;65%;SW;3 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;9:50 PM;79;68;69%;WSW;3 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;10:20 PM;79;68;69%;VAR;1 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;10:50 PM;79;68;69%;VAR;2 mph ;0 mph ;29,4;0;0;Partly Cloudy
25.Jul;11:20 PM;79;68;69%;VAR;2 mph ;0 mph ;29,4;0;0;Mostly Cloudy
25.Jul;11:50 PM;77;68;74%;WNW;2 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;12:20 AM;75;68;78%;W;1 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;12:50 AM;75;68;78%;W;1 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;1:20 AM;73;68;83%;WSW;2 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;1:50 AM;73;68;83%;WNW;2 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;2:20 AM;73;68;83%;WNW;3 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;2:50 AM;73;68;83%;NW;1 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;3:20 AM;72;66;83%;NNE;3 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;3:50 AM;72;64;78%;WSW;3 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;4:20 AM;72;66;83%;WSW;2 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;4:50 AM;70;66;88%;W;3 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;5:20 AM;70;66;88%;VAR;1 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;5:50 AM;70;66;88%;WSW;3 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;6:20 AM;70;66;88%;VAR;2 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;6:50 AM;73;64;73%;WNW;3 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;7:20 AM;75;64;69%;VAR;2 mph ;0 mph ;29,4;0;0;Fair
26.Jul;7:50 AM;75;64;69%;VAR;1 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;8:20 AM;77;64;65%;VAR;1 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;8:50 AM;79;64;61%;WSW;2 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;9:20 AM;81;64;58%;VAR;1 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;9:50 AM;82;63;51%;ENE;6 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;10:20 AM;82;63;51%;ENE;5 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;10:50 AM;84;63;48%;VAR;2 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;11:20 AM;84;61;45%;ESE;8 mph ;0 mph ;29,4;0;0;Partly Cloudy
26.Jul;11:50 AM;86;61;43%;SE;6 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;12:20 PM;86;63;45%;E;9 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;12:50 PM;86;61;43%;ESE;10 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;1:20 PM;82;64;54%;SSE;13 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;1:50 PM;79;64;61%;NNW;9 mph ;0 mph ;29,5;0;0;Light Rain with Thunder
26.Jul;2:20 PM;70;64;83%;N;6 mph ;0 mph ;29,5;0;0;T-Storm
26.Jul;2:50 PM;73;66;78%;VAR;3 mph ;0 mph ;29,5;0;0;Thunder
26.Jul;3:20 PM;73;66;78%;VAR;2 mph ;0 mph ;29,5;0;0;Thunder
26.Jul;3:50 PM;77;68;74%;N;5 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;4:20 PM;81;66;61%;VAR;3 mph ;0 mph ;29,5;0;0;Mostly Cloudy
26.Jul;4:50 PM;82;66;58%;VAR;2 mph ;0 mph ;29,4;0;0;Mostly Cloudy
26.Jul;5:20 PM;82;66;58%;VAR;2 mph ;0 mph ;29,5;0;0;Mostly Cloudy
26.Jul;5:50 PM;81;66;61%;VAR;2 mph ;0 mph ;29,5;0;0;Mostly Cloudy
26.Jul;6:20 PM;82;66;58%;WNW;5 mph ;0 mph ;29,5;0;0;Mostly Cloudy
26.Jul;6:50 PM;79;64;61%;W;10 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;7:20 PM;81;63;54%;WSW;6 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;7:50 PM;79;61;54%;W;6 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;8:20 PM;79;59;51%;CALM;0 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;8:50 PM;75;63;65%;VAR;1 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;9:20 PM;75;64;69%;VAR;2 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;9:50 PM;75;61;61%;WSW;3 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;10:20 PM;77;63;61%;CALM;0 mph ;0 mph ;29,5;0;0;Partly Cloudy
26.Jul;10:50 PM;73;64;73%;NNE;1 mph ;0 mph ;29,5;0;0;Fair
26.Jul;11:20 PM;72;63;73%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
26.Jul;11:50 PM;70;64;83%;SSW;1 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;12:20 AM;70;64;83%;VAR;3 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;12:50 AM;72;63;73%;VAR;3 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;1:20 AM;70;63;78%;W;3 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;1:50 AM;68;63;83%;VAR;2 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;2:20 AM;68;63;83%;WNW;3 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;2:50 AM;68;63;83%;N;1 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;3:20 AM;66;61;83%;N;1 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;3:50 AM;68;63;83%;VAR;1 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;4:20 AM;68;63;83%;VAR;3 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;4:50 AM;68;63;83%;CALM;0 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;5:20 AM;68;63;83%;WNW;2 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;5:50 AM;66;63;88%;CALM;0 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;6:20 AM;64;61;88%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
27.Jul;6:50 AM;70;63;78%;W;2 mph ;0 mph ;29,5;0;0;Fair
27.Jul;7:20 AM;72;63;73%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
27.Jul;7:50 AM;73;63;69%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
27.Jul;8:20 AM;75;63;65%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
27.Jul;8:50 AM;77;63;61%;VAR;1 mph ;0 mph ;29,5;0;0;Fair
27.Jul;9:20 AM;79;63;57%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
27.Jul;9:50 AM;81;63;54%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
27.Jul;10:20 AM;81;63;54%;VAR;2 mph ;0 mph ;29,5;0;0;Fair
27.Jul;10:50 AM;82;64;54%;E;5 mph ;0 mph ;29,5;0;0;Fair
27.Jul;11:20 AM;82;64;54%;VAR;3 mph ;0 mph ;29,5;0;0;Fair
27.Jul;11:50 AM;82;66;58%;E;7 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;12:20 PM;84;64;51%;E;9 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;12:50 PM;84;64;51%;E;7 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;1:20 PM;84;64;51%;E;10 mph ;0 mph ;29,5;0;0;Thunder
27.Jul;1:50 PM;82;64;54%;E;10 mph ;0 mph ;29,5;0;0;Light Rain with Thunder
27.Jul;2:20 PM;81;64;58%;WNW;9 mph ;0 mph ;29,5;0;0;Light Rain with Thunder
27.Jul;2:50 PM;81;70;70%;N;6 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;3:20 PM;84;66;55%;SE;9 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;3:50 PM;84;64;51%;SE;7 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;4:20 PM;84;64;51%;VAR;3 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;4:50 PM;84;64;51%;S;5 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;5:20 PM;86;63;45%;SW;6 mph ;0 mph ;29,5;0;0;Partly Cloudy
27.Jul;5:50 PM;86;64;48%;SW;12 mph ;0 mph ;29,5;0;0;Partly Cloudy
